image_id,filename,description,fashion_description
256,256.jpg,"The image shows a couple embracing and kissing in front of the Duomo di Milano Cathedral in Milan, Italy. The cathedral is lit up with golden lights, creating a beautiful and romantic atmosphere. The couple is standing on a square in the center of the image, with the man's arm around the woman's waist. The woman is wearing a pink top and black pants, while the man has his arm around her waist. They are both smiling and looking into each other's eyes. The background is dark, making the cathedral stand out even more.","OUTFIT: black pants, pink top | ACCESSORIES: ring"
257,257.jpg,"The image shows a young woman standing in a kitchen. She is wearing a red long-sleeved shirt and blue jeans. She has long blonde hair and is smiling at the camera. In her hands, she is holding a large bottle of wine and a glass of wine. The background shows white cabinets and a white countertop. There is also a small bottle of rose wine on the countertop next to the woman.","OUTFIT: red long-sleeved shirt, blue jeans, top | ACCESSORIES: ring | STYLE: long-sleeved"
258,258.jpg,"The image shows a person sitting at a table with a laptop and a cup of coffee. The laptop is open and the screen is turned on. On the table, there is a white saucer with a spoon and a small piece of paper on it. Next to the saucer, there are two cups of coffee with frothy foam on top. The person's feet are wearing pink shoes and white pants. The table is covered with a black and white patterned tablecloth. The background is blurred, but it appears to be an outdoor setting with a tiled floor.","OUTFIT: white pants, top | ACCESSORIES: ring, pink shoes"
259,259.jpg,"The image shows a young woman sitting on the steps of a house. She is wearing a beige coat, ripped blue jeans, and brown loafers. She has a black handbag on her lap and is smiling at the camera. The house has a gray brick wall and a black door with a wreath hanging on it. There are fallen leaves scattered around the steps.","OUTFIT: beige coat, blue jeans | ACCESSORIES: black handbag, ring, bag, brown loafers | STYLE: ripped"
26,26.jpg,"The image shows two young women standing under a white tent. They are both wearing white t-shirts with the words ""Children's Vision"" printed on them. The woman on the left is wearing a pink baseball cap and blue jeans, and is holding a shovel in her right hand. She has blonde hair and is smiling at the camera. The other woman is wearing glasses and is also smiling. In the background, there are other people standing under the tent, and the ground is covered in grass.","OUTFIT: printed, shirt, blue jeans, white t-shirt | ACCESSORIES: ring, glasses, pink baseball cap"
260,260.jpg,"The image shows four men standing in front of a brown wall. They are all wearing casual clothes, with the man on the left wearing a navy blue varsity jacket with the word ""WELLY"" written on it, the man in the middle wearing a white t-shirt and black pants, and the two men on the right wearing maroon and white varsity jackets. All four men have serious expressions on their faces and are looking directly at the camera.","OUTFIT: white varsity jacket, shirt, black pants, white t-shirt | ACCESSORIES: ring"
261,261.jpg,"The image is a photograph of a young woman with blonde hair and a white flower in her hair. She is wearing a white dress with a high neckline and her hair is styled in loose curls. The woman is looking directly at the camera with a serious expression on her face. The background is a light grey color and there are various icons at the bottom of the image, including a search bar, a menu bar, and a toolbar.","OUTFIT: white dress | ACCESSORIES: ring | STYLE: high neckline, loose"
262,262.jpg,"The image shows a young woman sitting at a table with a large pizza in front of her. She is wearing a white crop top and has blonde hair styled in loose waves. The woman is holding a slice of pizza in her right hand and is taking a bite out of it with her left hand. The pizza is topped with melted cheese, tomato sauce, and basil leaves. There is a glass of orange juice on the table next to the pizza. In the background, there is a framed black and white photograph of a woman with curly hair.",OUTFIT: white crop top | ACCESSORIES: ring | STYLE: loose
263,263.jpg,The image shows a young woman standing on a street with her arms crossed. She is wearing a pink blazer over a white t-shirt and blue jeans. She has blonde hair styled in loose waves and is wearing sunglasses. The street is lined with buildings and there are cars parked on the side of the road. The woman appears to be confident and relaxed.,"OUTFIT: shirt, pink blazer, blue jeans, white t-shirt | ACCESSORIES: sunglasses, ring, glasses | STYLE: loose"
264,264.jpg,"The image shows a young woman sitting at a table in a cafe or restaurant. She is wearing a black leather jacket with a brown collar and black pants. She has blonde hair styled in loose waves and is wearing sunglasses. The woman is holding a white coffee cup in her hand and appears to be deep in thought. The table is covered with a white tablecloth and there are other tables and chairs around it. In the background, there are buildings and a street lamp. The overall mood of the image is relaxed and casual.","OUTFIT: black leather, black leather jacket, black pants | ACCESSORIES: sunglasses, ring, glasses | STYLE: loose"
265,265.jpg,"The image shows a young man walking on a street. He is wearing a black leather jacket, a blue t-shirt, and light blue jeans. He has long blonde hair and is holding a bouquet of white flowers in his left hand. Behind him, there is a large yellow building with arched windows and a red and blue sign. There are cars parked on the street and a few people walking on the sidewalk. The sky is overcast and the overall mood of the image is somber.","OUTFIT: blue jeans, blue t-shirt, black leather jacket, black leather, shirt | ACCESSORIES: ring"
266,266.jpg,"The image is a collage of two photos. On the left side, there is a photo of a pair of women's sandals. The sandals are beige in color and have a flat sole. They have a strap across the top of the foot with a buckle closure. The straps are made of a woven material, giving the sandals a textured look. The background of the image is blurred, but it appears to be a wooden floor. The text on the image reads ""Weekly Tip Galleries #1"" and ""Targoli Slide Sandals with Memory Foam"".",OUTFIT: top | ACCESSORIES: sandals
267,267.jpg,"The image shows a young woman sitting on a concrete bench, reading a book. She is wearing a black tank top and has blonde hair tied up in a ponytail. The book she is reading is open and she is holding it in her hands. The background is blurred, but it appears to be an outdoor setting with a concrete wall. The woman is looking down at the book with a focused expression on her face.",OUTFIT: black tank top | ACCESSORIES: ring
268,268.jpg,The image shows a young woman standing in front of a wooden door. She is wearing a black tank top and beige trousers. She has blonde hair and is wearing sunglasses. The woman is holding a white jacket in her left hand and is looking off to the side with a slight smile on her face. The door has ornate carvings on the left side and a white door on the right side.,"OUTFIT: beige trousers, black tank top, white jacket | ACCESSORIES: sunglasses, ring, glasses"
269,269.jpg,"The image shows a young woman standing on a sidewalk in front of a building with large windows. She is wearing a pink blouse, blue jeans, and brown sandals. She has long dark hair and is smiling at the camera. The building behind her has a white facade with blue trim and large windows that let in natural light. The reflection of a tree and other buildings can be seen in the windows.","OUTFIT: pink blouse, blue jeans | ACCESSORIES: brown sandals, hat, ring"
27,27.jpg,"The image is a mirror selfie of a young woman standing in a living room. She is holding her phone up to take the picture, with her right hand resting on her head. The woman is wearing a black tank top and denim shorts, and her blonde hair is styled in loose waves. She appears to be in the middle of a dance move, with one leg bent at the knee and the other extended behind her. In the background, there is a gray armchair and a small round coffee table. The room has a white rug on the floor and a framed picture hanging on the wall.","OUTFIT: shorts, black tank top, denim | ACCESSORIES: ring | STYLE: loose"
270,270.jpg,"The image shows a young woman standing in a room with white wooden walls and a wooden ceiling. She is wearing a white strapless wedding dress with a sweetheart neckline and a full skirt. The dress has a fitted bodice and a flared skirt that falls to her ankles. She has blonde hair styled in loose curls and is holding a small bouquet of pink and yellow flowers in her hand. The woman is standing in front of a wooden table with a vase of flowers on it. There are two white chairs around the table and a black rug on the floor. On the wall behind her, there is a decorative piece that appears to be made of wood.","OUTFIT: dress, flare, red skirt | ACCESSORIES: hat, ring | STYLE: fitted, strapless, loose, sweetheart neckline"
271,271.jpg,"The image shows a young woman sitting on the floor in a room with white walls and wooden flooring. She is wearing a white sleeveless top and pink pants. She has blonde hair and is looking directly at the camera with a serious expression on her face. Next to her, there is a small brown and white dog, possibly a Cavalier King Charles Spaniel, sitting next to her. The dog is looking up at the woman with a curious expression. The room appears to be empty, with no other furniture or decorations visible in the background.","OUTFIT: white sleeveless top, fur, pink pants | ACCESSORIES: ring | STYLE: sleeveless"
272,272.jpg,"The image shows a young woman standing in a kitchen, taking a mirror selfie. She is wearing a green blouse and a blue denim skirt. The kitchen has wooden cabinets and a large window with white curtains. There is a wooden dining table and chairs in the background. The floor is covered with a woven rug. The woman is holding her phone up to take the picture.","OUTFIT: green blouse, blue denim skirt, blue denim | ACCESSORIES: ring"
273,273.jpg,"The image shows a woman taking a selfie in a bathroom mirror. She is wearing a white off-the-shoulder dress and sunglasses, and her blonde hair is styled in loose waves. The mirror is mounted on a white wall, and there is a white sink with a silver faucet on the right side of the image. On the countertop next to the sink, there are several bottles of skincare products, including lip balm, lotion, and lotion. There are also a few other items scattered around the counter. The overall aesthetic of the bathroom is clean and minimalistic.","OUTFIT: white off-the-shoulder dress, top | ACCESSORIES: sunglasses, ring, glasses | STYLE: mini, loose, off-the-shoulder"
274,274.jpg,The image shows a woman sitting on the floor with her legs crossed. She is wearing a bright orange dress with a white skirt and white sandals. The woman is holding a maroon woven handbag in her right hand and a gold ring in her left hand. The handbag appears to be made of leather and has a long handle. The background is a beige-colored wall.,"OUTFIT: white skirt, leather, orange dress | ACCESSORIES: white sandals, maroon woven handbag, gold ring, bag"
275,275.jpg,"The image shows an old, ornate room with a high ceiling and wooden beams. The walls are painted white and the floor is made of light-colored wood. In the center of the room, there is a large wooden altar with a mirror above it. The altar is decorated with intricate carvings and there are several candles and other decorative items on it. On the right side of the altar, there are wooden cabinets and a black and white striped rug. The room appears to be dimly lit, with a few lights shining on the altar.",OUTFIT: white striped
276,276.jpg,The image is a portrait of a young woman with long dark hair. She is standing in front of a stone wall with a blue sky in the background. The woman is wearing a white shawl over her shoulders and has a pair of yellow earrings on her left ear. She has a serious expression on her face and is looking directly at the camera. The overall mood of the image is serious and contemplative.,"ACCESSORIES: yellow earrings, ring"
277,277.jpg,"The image shows a young woman sitting on a white mattress on a wooden deck overlooking the ocean. She is wearing a white tank top and a straw hat, and her long blonde hair is blowing in the wind. A black and white dog is sitting on the mattress next to her. The ocean is visible in the background, with small waves crashing onto the shore. The sky is blue and clear, and the overall mood of the image is peaceful and serene.","OUTFIT: white tank top | ACCESSORIES: hat, ring"
278,278.jpg,"The image shows a young woman standing in a room with a large mirror in front of her. She is holding a phone in her right hand and appears to be taking a selfie. The woman is wearing a beige trench coat over a green top and beige pants. She has long dark hair and is carrying a green handbag. The room has a wooden floor and white walls, and there is a dining table and chairs in the background. The overall style of the room is casual and relaxed.","OUTFIT: beige trench, beige pants, green top, beige trench coat | ACCESSORIES: green handbag, bag, ring"
279,279.jpg,"The image is a black and white photograph of a woman walking on a street. She is wearing a long black coat, a white shirt, and sunglasses. She has a white handbag on her shoulder and is walking towards the camera. The street is lined with buildings on both sides and there are cars parked on the left side of the image. The woman appears to be in her late twenties or early thirties.","OUTFIT: white shirt, black coat | ACCESSORIES: white handbag, sunglasses, ring, glasses, bag"
28,28.jpg,"The image shows a mother and two young children standing on a stone pathway in a park. The mother is standing in the center of the image, with the two children on either side of her. The girl on the left is wearing a blue tutu skirt and pink tights, and the girl in the middle is holding a yellow stuffed animal. The boy on the right is standing next to her, wearing a black t-shirt and shorts. In the background, there are trees and a swimming pool. A black dog is walking on the pathway next to the mother.","OUTFIT: shorts, shirt, blue tutu skirt, black t-shirt | ACCESSORIES: ring"
280,280.jpg,"The image shows a young woman walking up a set of stairs in an old stone wall. She is wearing a pink dress with a floral pattern and white sandals. The stairs are made of large rocks and there is a black pipe running along the right side of the image. On the wall, there is an ornate gold-framed painting hanging on the wall. The painting appears to be of a group of people, possibly saints or angels. The woman is looking down at the painting with a contemplative expression on her face.","OUTFIT: floral, pink dress | ACCESSORIES: white sandals, ring"
281,281.jpg,"The image shows a young woman standing in a room with a large mirror on the wall. She is wearing a strapless black jumpsuit and is holding a glass of water in her hand. The woman has long dark hair and is looking directly at the camera with a serious expression. On the right side of the image, there is a white floor lamp with a wooden base and a white shade. In the background, there are two woven baskets and a wooden chair. The room appears to be well-lit with natural light coming in from the window.","OUTFIT: suit, black jumpsuit | ACCESSORIES: ring | STYLE: strapless"
282,282.jpg,The image shows a woman taking a selfie in a bathroom mirror. She is standing in front of a white tiled wall and is holding a woven basket in her left hand. The woman is wearing a blue robe and has long dark hair. There are two framed pictures hanging on the wall behind her. The mirror is reflecting the woman and the basket.,ACCESSORIES: ring
283,283.jpg,The image shows a young woman wearing a white dress and a tiara on her head. She is sitting on a wooden deck with a white pillar on the left side and a table and chairs in the background. The woman is holding a glass of water and appears to be drinking from it. She has blonde hair and is looking down at the ground with a slight smile on her face. The overall mood of the image is peaceful and serene.,OUTFIT: white dress | ACCESSORIES: ring
284,284.jpg,"The image shows a young woman standing on a sidewalk in front of a stone wall. She is wearing a blue and white striped off-the-shoulder top and a long, flowy skirt. The skirt is made of a light-colored fabric with a textured pattern. She has long blonde hair and is carrying a brown crossbody bag. The woman is posing with one hand on her hip and the other resting on her thigh. The wall behind her is covered in graffiti and there is a small window on the right side of the image.","OUTFIT: skirt, white striped, top | ACCESSORIES: brown crossbody bag, ring, brown crossbody | STYLE: off-the-shoulder, flowy"
285,285.jpg,"The image shows a young woman sitting on a cobblestone street. She is wearing a white button-down shirt and a green skirt. She has a pink purse on her lap and is smiling at the camera. Behind her, there is a wooden door and a stone wall. The woman appears to be relaxed and comfortable.","OUTFIT: white button-down shirt, green skirt | ACCESSORIES: pink purse, ring | STYLE: button-down"
286,286.jpg,"The image is a mirror selfie of a young woman standing in front of a white door. She is holding her phone up to take the picture. The woman is wearing a colorful top with a polka dot pattern and black jeans. She has blonde hair and is standing on a wooden floor. The background is blurred, but it appears to be a room with a tiled floor and a white wall.","OUTFIT: black jeans, polka dot, top | ACCESSORIES: ring"
287,287.jpg,"The image is a black and white photograph of a man and a woman standing in a wooded area. The man is on the right side of the image, wearing a long coat and a hat with a feather on top. He has a beard and is looking down at the woman with a serious expression on his face. The woman is standing next to him, with her back to the camera, and she is holding a white cloth in her hand. The background is filled with trees and bushes, and the ground is covered in fallen leaves. The image appears to be from a movie or TV show.","OUTFIT: coat, top | ACCESSORIES: hat, ring"
288,288.jpg,"The image shows a woman standing in front of an old, dilapidated stone structure. The structure appears to be made of large, irregularly shaped stones and has a sloping roof. The woman is wearing a long, flowing green dress and is holding a basket in her hand. She is standing on a rocky ground with a blue sky in the background. There are a few items scattered around the structure, including a red bucket, a white cloth, and a few bottles of water. The overall atmosphere of the image is one of decay and neglect.",OUTFIT: green dress | ACCESSORIES: ring
289,289.jpg,"The image shows a small gift box with a white ribbon tied around it. The box is rectangular in shape and has a black and white photograph of a woman standing on a beach with a parasol in her hand. The photograph is taken from a low angle, looking up at the woman. The text on the box reads ""DAKAR 31 RUE CAMBON"" in bold, black letters. Below the photograph, there is a small white card with the same text. The background is a textured surface.",
29,29.jpg,"The image shows two young children, a boy and a girl, standing in front of a white door on a gray house. The boy is shirtless and wearing red, white, and blue striped swim trunks. The girl is wearing a blue bikini top and red shorts, and has a blue bow in her hair. They are both smiling and looking at the camera. The house has a gray siding and there is a white line marking the entrance.","OUTFIT: blue bikini top, shirt, red shorts, blue striped | ACCESSORIES: ring"
290,290.jpg,"The image shows a group of trees with pink flowers blooming on their branches. The trees appear to be in full bloom, with clusters of small pink flowers covering the entire branches. In the background, there are buildings and a clear blue sky. The image is taken from a low angle, looking up at the trees. The overall mood of the image is peaceful and serene.",ACCESSORIES: ring
291,291.jpg,"The image shows a woman standing on a street with a brick wall in the background. She is wearing a white and blue striped button-down shirt with a deep V-neckline and long sleeves. The shirt has a knot detail at the front, creating a flattering silhouette. The woman is also wearing white pants with a textured pattern. She has a brown crossbody bag slung over her shoulder and is holding a green drink in her hand. The image appears to be taken from a low angle, looking down on the woman.","OUTFIT: shirt, white pants, blue striped | ACCESSORIES: brown crossbody bag, ring, brown crossbody | STYLE: v-neckline, button-down, v-neck"
292,292.jpg,"The image shows a person sitting on a black and white cowhide rug with their legs crossed. The person is wearing a black sweater, black pants, and black shoes. The shoes have a brown sole and appear to be made of leather. The background is a wooden floor and a white door. The image is taken from a low angle, looking up at the person's legs.","OUTFIT: leather, black pants, black sweater | ACCESSORIES: black shoes, ring"
293,293.jpg,"The image shows a small, rectangular piece of fabric with a white and black striped pattern. The fabric appears to be made of a soft, textured material and has a drawstring at the bottom. On top of the fabric, there is a small pink tag with the word ""Fisher"" written on it. The tag is attached to the fabric with two white strings. The background is a wooden surface.","OUTFIT: black striped, top | ACCESSORIES: ring"
294,294.jpg,The image shows a young woman standing on a street in front of a building with green shutters. She is wearing a black dress with a deep V-neckline and thin straps. She has blonde hair styled in loose waves and is wearing sunglasses. The woman is posing with one hand on her hip and the other resting on her head. She appears to be looking off into the distance. The building behind her is made of stone and has a balcony with intricate carvings. The street is empty and there are no cars or people visible in the image.,"OUTFIT: black dress | ACCESSORIES: sunglasses, ring, glasses | STYLE: v-neckline, loose, v-neck"
295,295.jpg,The image shows a young woman sitting on the ground in front of a sliding glass door. She is wearing a white towel wrapped around her body and has her legs crossed. She has blonde hair and is smiling at the camera. There is a can of soda on the floor next to her. The door appears to be made of glass and has a metal grille on the left side. The background shows a patio with a table and chairs.,ACCESSORIES: ring
296,296.jpg,"The image shows a young woman standing in a room with wooden paneling on the walls. She is wearing a long black coat, a black top, and blue tights. She has blonde hair and is wearing glasses. Her arms are crossed in front of her and she is looking directly at the camera with a serious expression. She appears to be posing for a photo.","OUTFIT: black top, black coat | ACCESSORIES: ring, glasses"
297,297.jpg,"The image shows a woman standing in front of a large mirror in a room with white walls. She is wearing a long grey coat with a high collar and long sleeves. The coat is draped over her shoulders and she is holding a purple purse in her left hand. The woman is standing with her back to the camera, facing away from the camera and her right hand is covering her face with her hand. She has blonde hair and is wearing black high heels. The floor is made of white tiles and there are red balls scattered around the room.","OUTFIT: grey coat | ACCESSORIES: purple purse, black high heels, ring"
298,298.jpg,"The image is a cover of a magazine titled ""EVER"" with a photo of a man sitting at a table with a plate of food in front of him. The man is wearing a maroon hoodie and has a serious expression on his face. He is holding a bottle of hot sauce in his hand and appears to be making a gesture with his fingers. The background is white and there is text on the right side of the image that reads ""David Candy"" and on the left side, there is a logo for the magazine.","OUTFIT: maroon hoodie | ACCESSORIES: hat, ring"
299,299.jpg,"The image shows a young woman standing in front of a white wall with a plant on the right side. She is wearing a denim crop top with a deep V-neckline and a pair of high-waisted, flared jeans with a patchwork design. The jeans are light blue in color and have a frayed hemline. She has long dark hair and is holding a white handbag with a tassel detail. The woman is posing with one hand on her hip and the other resting on her thigh. She appears to be confident and relaxed.","OUTFIT: denim, flare, top, red jeans, crop top | ACCESSORIES: white handbag, ring, bag | STYLE: v-neckline, high-waisted, v-neck"
3,3.jpg,The image shows a woman standing on a staircase. She is wearing a strapless brown dress with a sweetheart neckline and long sleeves. The dress is fitted at the waist and flares out slightly at the hips. She has long dark hair styled in loose waves and is wearing large hoop earrings and a statement necklace. The woman is holding onto the railing of the staircase with both hands and appears to be in the middle of a performance. The background shows a white wall and a black railing.,"OUTFIT: lace, brown dress, flare | ACCESSORIES: necklace, earrings, ring | STYLE: fitted, strapless, loose, sweetheart neckline"
30,30.jpg,The image is a selfie of a young woman standing in a hallway. She is holding her phone up to take the picture. The woman is wearing a white blazer over a green blouse and beige jeans. She has long blonde hair that is styled in loose waves and is smiling at the camera. The background of the image shows a wall with a painting hanging on it.,"OUTFIT: white blazer, green blouse, beige jeans | ACCESSORIES: hat, ring | STYLE: loose"
300,300.jpg,"The image shows a bookshelf filled with books of various sizes and colors. The books are arranged in rows and columns, with the top row being the largest and the bottom row being smaller. On the floor in front of the books, there are several stacks of books with titles such as ""NOGUCHI"" and ""NOSCHI"". The books appear to be of different genres and styles, with some having titles like ""The Big Bang Theory"" and others having a more modern design. The background is blurred, but it appears to be a library or a bookstore with a marble floor.",OUTFIT: top
301,301.jpg,"The image shows a young woman standing in front of a black car. She is wearing a black crop top, a grey mini skirt, and a black leather jacket. She has long brown hair and is wearing sunglasses. The woman is posing with one hand on her hip and the other resting on the hood of the car. The background is a clear blue sky and a white building. The image appears to be taken from a low angle, looking up at the woman.","OUTFIT: black crop top, black leather jacket, black leather, grey mini skirt | ACCESSORIES: sunglasses, ring, glasses | STYLE: mini"
302,302.jpg,"The image shows a young woman posing in front of a white fence at night. She is wearing a black crop top, a beige mini skirt, and brown knee-high boots. Her long dark hair is styled in loose waves and she is looking directly at the camera with a confident expression. In the background, there are palm trees and a ferris wheel, suggesting that the photo was taken at an outdoor event.","OUTFIT: black crop top, beige mini skirt | ACCESSORIES: hat, ring, brown knee-high boots | STYLE: mini, loose"
303,303.jpg,"The image is a promotional poster for Dolce & Gabbana sunglasses. It features a man and a woman posing together. The woman is wearing a black lace dress with a high neckline and long sleeves. She has her hair styled in loose waves and is wearing large, round sunglasses with a gold frame. The man is also wearing a suit and sunglasses. They are both looking directly at the camera with serious expressions on their faces. The background is a plain white wall. The text on the image reads ""DOLCE & GABBANA"" in bold, black letters.","OUTFIT: suit, black lace dress, black lace | ACCESSORIES: sunglasses, ring, glasses | STYLE: high neckline, loose"
304,304.jpg,"The image shows a woman standing in a room, taking a selfie with her phone. She is wearing a brown jacket and black pants. Her hair is pulled back in a high ponytail and she is holding the phone up to take the picture. The room appears to be a living room with a wooden floor and a white wall. There is a fireplace in the background and a lamp on the right side of the image.","OUTFIT: lace, brown jacket, black pants | ACCESSORIES: ring"
305,305.jpg,"The image shows a person standing in front of a mirror, taking a selfie. The person is wearing a green tweed jacket with a brown belt and black trousers. They are also wearing black loafers. The background of the image is a bathroom with a blue wall and a towel rack.","OUTFIT: green tweed jacket, black trousers | ACCESSORIES: ring, brown belt, black loafers"
306,306.jpg,"The image shows a young woman standing in front of a crowd at a music festival. She is wearing a crop top and beige pants with a unique design. The top is made up of multiple layers of silver beads and chains, and the pants are wide-legged. The woman has long dark hair and is looking directly at the camera with a serious expression. In the background, there is a stage with colorful lights and a crowd of people. The sky is dark, suggesting that the photo was taken at night.","OUTFIT: crop top, beige pants, wide-leg, top | ACCESSORIES: hat, ring"
307,307.jpg,The image is a black and white photograph of a young woman sitting on a bed. She is wearing a blazer with a floral pattern and patterned pants. She has a pair of sunglasses on and is resting her head on her hand. The bed has a white headboard and there is a window with white curtains in the background. The woman appears to be relaxed and comfortable.,"OUTFIT: floral, pants, blazer | ACCESSORIES: sunglasses, ring, glasses"
308,308.jpg,The image shows a young woman sitting at a wooden table in a modern kitchen. She is wearing a green dress and is holding a cup of coffee in her hand. The kitchen has wooden cabinets and a large window with white curtains. There is a wooden bench on the right side of the image and a rug on the left side. The floor is made of light-colored wood and the walls are painted white. The woman appears to be relaxed and enjoying her coffee.,OUTFIT: green dress | ACCESSORIES: ring
309,309.jpg,"The image shows a young woman in a pink bikini lying on a white lounge chair by a swimming pool. She is holding a cup of coffee in her hand and appears to be relaxed and enjoying the sun. The pool is surrounded by lounge chairs and umbrellas, and there is a large pink building in the background. The sky is cloudy and there are palm trees and other tropical plants surrounding the pool.",
31,31.jpg,"The image is a mirror selfie of a young woman standing in a hallway. She is holding a red phone in her right hand and is taking the picture with it. The woman is wearing a white long-sleeved shirt, blue jeans, and white sneakers. She has a blue crossbody bag slung over her shoulder and is holding the phone with both hands. In front of her, there is a black suitcase. The hallway has a beige carpet and a white wall with a framed picture hanging on it.","OUTFIT: black suit, white long-sleeved shirt, blue jeans | ACCESSORIES: blue crossbody bag, blue crossbody, ring, white sneakers | STYLE: long-sleeved"
310,310.jpg,"The image shows an empty room with white walls and a gray carpeted floor. On the left side of the image, there is a large piece of wood that appears to be old and weathered, with some areas of rust and peeling paint. Next to the wood, there are two black chairs and a small table. The room is decorated with white curtains hanging from the ceiling and a light fixture on the wall. The overall atmosphere of the room is rustic and abandoned.",ACCESSORIES: hat
311,311.jpg,"The image shows a person's feet standing on a set of stairs. The stairs are made of concrete and have a white finish. On the top of the stairs, there is a decorative molding with a lion's head in the center. The molding appears to be old and weathered, with some cracks and chips in the paint. The person is wearing black pants and black shoes. The image is taken from a low angle, looking up at the stairs.","OUTFIT: black pants, top | ACCESSORIES: black shoes, ring"
312,312.jpg,"The image shows a group of six pairs of shoes arranged in a row on a beige carpeted floor. The shoes are of different colors and styles, including black, white, brown, beige, and beige. There are six pairs in total, with the black pair on the left, the white pair in the middle, the brown pair on top, the beige pair at the bottom, and the black one on the right. A person's feet can be seen in the bottom right corner of the image, wearing black pants and white socks. The image appears to be taken from a high angle, looking down on the shoes.","OUTFIT: black pants, top | ACCESSORIES: shoes, ring"
313,313.jpg,"The image shows a young woman holding a baby in her arms. The woman is wearing a white blouse, blue jeans, and a yellow baseball cap. She is also wearing sunglasses and has a big smile on her face. The baby is a toddler wearing a black t-shirt and yellow shorts. In the background, there is a pink door with a heart-shaped decoration hanging on it. The door is surrounded by plants and there are two dreamcatchers hanging on the wall behind the door.","OUTFIT: white blouse, blue jeans, black t-shirt, shirt, yellow shorts | ACCESSORIES: sunglasses, yellow baseball cap, ring, glasses"
314,314.jpg,The image shows a young woman standing in a kitchen. She is wearing a white long-sleeved top with a deep V-neckline and blue jeans. She has long blonde hair that is styled in loose waves and is smiling at the camera. The kitchen has white cabinets and a white countertop with a sink and a window above it. There are wine glasses and a vase on the countertop. The floor is covered with a patterned rug.,"OUTFIT: white long-sleeved top, blue jeans | ACCESSORIES: hat, glasses, ring | STYLE: v-neckline, loose, long-sleeved, v-neck"
315,315.jpg,The image shows a young woman standing in front of a house. She is wearing a black coat over a white t-shirt with a purple graphic design and ripped blue jeans. She has long blonde hair that is styled in loose waves and is wearing sunglasses. The house has a gray brick wall and a black door with a glass panel. There are two potted plants on either side of the door. The woman is posing with one hand on her hip and the other resting on her thigh.,"OUTFIT: blue jeans, shirt, black coat, white t-shirt | ACCESSORIES: sunglasses, hat, glasses, ring | STYLE: loose, ripped"
316,316.jpg,"The image shows a man standing in front of a white wall with six black and white photographs hanging on it. The photographs are arranged in a grid-like pattern, with each photograph showing a different aspect of the artist's work.

The first photograph on the top left shows a close-up of a person's face, with their eyes closed and their mouth slightly open. The second photograph in the top right shows a woman's face with long hair and a black hat. The third photograph is of a man with a beard and glasses, wearing a white t-shirt with a graphic design on it and a baseball cap. The fourth photograph is a portrait of a woman with long blonde hair, with a serious expression on her face. The fifth photograph is an abstract painting with a mix of black, white, and red colors. The sixth photograph is from the bottom right corner of the wall, with the man standing with his arms crossed and looking off to the side.","OUTFIT: abstract, shirt, white t-shirt, top | ACCESSORIES: ring, glasses, cap, black hat"
317,317.jpg,"The image is a selfie of a young woman standing in a living room. She is holding up her phone with both hands and is smiling at the camera. The woman is wearing a grey sweater and light blue jeans. She has long blonde hair and is standing in front of a white rug. In the background, there is a gray armchair and a white coffee table. The room appears to be modern and minimalistic.","OUTFIT: blue jeans, grey sweater | ACCESSORIES: ring | STYLE: mini"
318,318.jpg,"The image is a close-up portrait of a young man with a serious expression on his face. He is wearing a white tank top and has a gold chain necklace around his neck. His hair is styled in a short, spiky cut and he is wearing black-framed glasses. The background is plain white, making the man the focal point of the image. He appears to be in his late twenties or early thirties.","OUTFIT: lace, white tank top | ACCESSORIES: gold chain necklace, ring, glasses"
319,319.jpg,"The image shows a young woman standing on a cobblestone street in front of a white building. She is wearing a long black coat with a high slit on the side, revealing her legs. She has a green handbag slung over her shoulder and is wearing black high heels. Her blonde hair is styled in loose waves and she is wearing sunglasses. The building behind her has a beige facade with ornate details and a wooden door on the left side.","OUTFIT: black coat | ACCESSORIES: green handbag, sunglasses, ring, glasses, black high heels, bag | STYLE: loose"
32,32.jpg,"The image shows two young women standing side by side on a sidewalk. They are both smiling and posing for the camera. The woman on the left is wearing a blue denim dress and brown sandals, while the woman in the middle is wearing denim shorts and a white blazer. They both have long blonde hair and are standing in front of a brick wall with trees and a building in the background. The sky is blue and the overall mood of the image is happy and relaxed.","OUTFIT: white blazer, blue denim dress, blue denim, shorts | ACCESSORIES: brown sandals, ring"
320,320.jpg,The image shows a young woman sitting at a table in a restaurant. She is wearing a white headband and a black dress with a floral pattern. She has blonde hair and is looking at her phone with a serious expression on her face. The table is covered with a white tablecloth and there are two plates of food on it. The restaurant has yellow walls and a window with a view of a street and buildings. There is a blue umbrella hanging on the wall next to the window.,"OUTFIT: floral, black dress | ACCESSORIES: ring"
321,321.jpg,The image is a selfie of a young woman sitting in the back seat of a car. She is wearing a gray sweater with a camouflage pattern and large sunglasses. Her long blonde hair is styled in loose waves and she is looking directly at the camera with a slight smile on her face. The car appears to be parked on a street with trees and a building visible in the background.,"OUTFIT: gray sweater | ACCESSORIES: sunglasses, ring, glasses | STYLE: loose"
